Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	PC3	distance	Gd7	Time	Toll10B	Toll9
Region56	chr2L	28009	29052	.	1044	Toll10B	Down	-2.05461323755711	1.61452057412336	-1.04466247250348	2.81414852516167	1.53804743694943	-1.58105520089975	-2.44249803771077	1.40254886269858
Region57	chr2L	35512	35929	.	418	Toll9	Down	-0.91548490880391	0.24769860552419	1.94889678997349	2.16740995554494	1.55780339908225	-0.809757076767736	-0.196172590507946	-1.82678691087784
Region59	chr2L	89189	89518	.	330	Gd7	Up	-2.74874286252271	1.60564206013098	2.60475822497411	4.11320302928283	3.67575930047461	-2.23163556097488	-1.99467320362529	-2.12655184312019
Region60	chr2L	90106	90445	.	340	Toll9	Down	-1.10719434721802	-3.1611706339107	2.62365736834491	4.25469823673565	-0.591933456491545	-1.8608250215959	2.9452618897475	-3.39868953058898
Region61	chr2L	91221	91973	.	753	Time	Down	-2.82604993889537	-0.160672188779869	2.23070847260633	3.60394701669371	2.18453016286665	-2.75947601298476	-0.498056020847727	-2.24385150430066
Region81	chr2L	278601	279126	.	526	Time	Down	-3.44529766806765	-1.31490554079973	-1.07661912391141	3.84163524306903	-0.112748214220988	-3.67344202369129	-0.326463581899872	0.617903245556181
Region82	chr2L	282210	283269	.	1060	Time	Down	-2.54266404930342	0.252226925412829	0.776121234967154	2.67041627108776	1.63861760829829	-2.38920361483567	-1.04436830514217	-0.726778474950123
Region89	chr2L	354077	354643	.	567	Gd7	Up	-2.04058534118421	1.52318287994793	1.11906238284867	2.78143402530588	2.56422416313641	-1.57727239274354	-1.937465905432	-0.705087164465394
Region91	chr2L	356175	356749	.	575	Time	Down	-2.64010241545785	0.312661263116395	-0.0448183993878772	2.65892958133224	1.30689219698737	-2.47312409667189	-1.29429506366264	0.0781075984287837
Region93	chr2L	377626	378142	.	517	Toll10B	Down	0.279786139459296	1.95912143977523	-0.501370357705166	2.04152132861891	1.10742750263615	0.767341243728146	-1.76289422680501	1.0159144488847
Region99	chr2L	441747	442435	.	689	Toll10B	Down	-0.737326852174752	2.58933432169633	-0.382682066175232	2.71932871867758	2.06477493428868	-0.0545042318443837	-2.69652827365628	1.05247896234673
Region103	chr2L	480736	481586	.	851	Time	Up	2.0312020851358	1.15950109091884	0.681736188932429	2.43618326933795	0.38038964689367	2.26406901312634	-0.146156411011163	-0.305988191110756
Region107	chr2L	501595	502174	.	580	Gd7	Up	0.297066091018174	2.59051385709183	2.26602446337196	3.45454442362778	2.98481123539671	0.962480450824951	-1.79416019448137	-1.47812132340087
Region110	chr2L	515269	515648	.	380	Toll9	Down	0.00893130344322855	1.00034840608017	2.80133387007231	2.97460050315041	2.17654102831968	0.281435358278856	-0.36170948562964	-2.42743994303871
Region111	chr2L	516317	517177	.	861	Toll9	Down	0.548509864810253	0.388319690944577	2.47304140115499	2.56273077516856	1.3241025179613	0.644897479113046	0.333691286696013	-2.26621013851647
Region112	chr2L	517544	519906	.	2363	Gd7	Up	-1.57797007555233	2.01970380497808	3.31925802503458	4.19364600985086	3.86673917419219	-0.989517225093796	-1.78688696763723	-2.6810403530439
Region115	chr2L	538660	539313	.	654	Gd7	Up	-1.13439581064845	0.923379137607259	2.25841117469295	2.69070695560907	2.31587493122566	-0.847049252975118	-0.830984816972568	-1.94679503551927
Region125	chr2L	599461	599883	.	423	Toll10B	Down	0.659594853627652	2.21364189135623	-0.786049941819274	2.4399078476724	0.997304970783537	1.19773917034627	-1.9037851091642	1.36569330304403
Region126	chr2L	600510	601005	.	496	Time	Down	-2.40822918159878	-0.781888677493527	0.657182730322168	2.61587592139425	0.742018450662876	-2.52386824569386	-0.0806123863980119	-0.88843248120145
Region127	chr2L	601494	602023	.	530	Time	Down	-1.93727729030453	-0.578654554058206	-0.405122593845054	2.06203993863012	0.159773561546009	-2.02329693523914	-0.290373582170298	0.19794320492365
Region128	chr2L	701631	702371	.	741	Time	Up	0.962248141747501	1.82080910449794	-0.27725857271029	2.0780133775942	0.834348290665762	1.39329726598175	-1.33534168667799	0.775605777952988
Region129	chr2L	708328	708623	.	296	Toll10B	Down	0.244510669510318	2.51085651026123	-1.04429249898968	2.73033563982008	1.26216285768948	0.870640308121156	-2.38012739132277	1.68667921512524
Region130	chr2L	712746	713077	.	332	Toll9	Up	0.484885560033661	1.99311128736157	-1.93701722831994	2.82128381290247	0.317643242067283	0.965343258453715	-1.99247113522474	2.41117798062523
Region131	chr2L	713296	713808	.	513	Toll10B	Down	1.01353632157988	3.09836551444077	-1.30629037957189	3.51191105980768	1.2536227562468	1.76247918054077	-2.67008499721556	2.11162433487756
Region132	chr2L	714812	715627	.	816	Toll10B	Down	0.865507610432996	2.79613029851535	-0.707605208434629	3.01133744389379	1.39148309590275	1.54596890914102	-2.33746262991834	1.45098361028633
Region144	chr2L	901304	901796	.	493	Toll9	Up	0.0844514918086974	-0.669339004037992	-2.31284986373229	2.4092366527516	-1.71689035005321	-0.103619980183126	0.191853548750046	2.0480631874261
Region147	chr2L	1062414	1062900	.	487	Time	Up	2.42377147854223	0.775452807951176	-0.575555567549034	2.60907252656779	-0.711781770235764	2.53776357993717	0.108072537776298	0.808395847629745
Region149	chr2L	1066045	1067117	.	1073	Toll10B	Down	-1.17891244616106	1.98422887514207	-0.910581711920481	2.4811605830226	1.52247890635951	-0.639180759278061	-2.41853620723096	1.38943798519506
Region154	chr2L	1118804	1120220	.	1417	Time	Down	-2.70202429201772	-1.05485673097825	1.142252847341	3.11743477314324	0.90454554189555	-2.87455707920697	0.148265086320115	-1.43451703723466
Region164	chr2L	1220933	1221480	.	548	Gd7	Up	-1.86421181327432	1.28327186627936	0.667120117960235	2.35947486092201	2.08015760325098	-1.47079229431008	-1.74052807234839	-0.331306159829292
Region171	chr2L	1421442	1422475	.	1034	Toll9	Up	-0.408162499465709	1.63465252247735	-1.7498991225957	2.42916290817905	0.512315658540501	0.0115754027037478	-1.97128768524924	2.11773892192796
Region172	chr2L	1425865	1426627	.	763	Toll9	Up	1.37133200307747	0.575299844808254	-2.5358021294615	2.93969621115556	-1.42420331446813	1.4568576749599	-0.488424891190705	2.62217331534468
Region174	chr2L	1432267	1432756	.	490	Gd7	Up	0.199107416365379	1.85620957443538	0.784949155895658	2.02516738192639	1.71767627822629	0.671115495680114	-1.45248526053126	-0.251823413113965
Region177	chr2L	1461859	1462731	.	873	Toll10B	Up	2.76290833970465	-1.32407840471947	0.723506173582854	3.14806405568032	-1.77570761160202	2.33799549608776	2.38684288320166	-1.00183458696615
Region178	chr2L	1463216	1463874	.	659	Toll10B	Down	0.827923632359075	2.37045822561286	-1.03510176410028	2.7158728619797	0.919190719331976	1.398952749308	-2.0297356141253	1.65088959226232
Region180	chr2L	1485782	1486395	.	614	Toll9	Up	-0.672605180808219	-0.934356682152535	-2.09250682234709	2.3883058724339	-1.49113704789934	-0.901848447135091	0.186552849951745	1.75035519402724
