Geneid	Chr	Start	End	Strand	Length	factor	direction	PC1	PC2	PC3	distance	Gd7	Time	Toll10b	Toll9
Region56	chr2L	28009	29052	.	1044	Toll10b	Down	-1.69351067122332	1.50595377710573	0.934101489206093	2.45120802145867	1.30844286894968	-1.32682484438574	-2.14209302480517	1.22785858957269
Region59	chr2L	89189	89518	.	330	Gd7	Up	-2.88194960169571	1.76886131403545	-2.428156983987	4.16298573068538	3.81494998540938	-2.29682265718052	-2.18457955671293	-1.96372779407153
Region60	chr2L	90106	90445	.	340	Toll9	Down	-1.31300101389274	-3.49822572411793	-2.70232626452104	4.61130373314143	-0.537478061169199	-1.99582783069743	3.25621812469504	-3.7482915517828
Region61	chr2L	91221	91973	.	753	Time	Down	-2.51491420148025	-0.105301894579879	-1.77074144243375	3.07756513915814	1.9398094774326	-2.40313370949744	-0.451990744011608	-1.89786566912209
Region81	chr2L	278601	279126	.	526	Time	Down	-3.17769058545899	-1.01904895860993	1.31084434078405	3.58531604223731	-0.108164514623971	-3.37373751977575	-0.400360281782759	0.6867685061042
Region82	chr2L	282210	283269	.	1060	Time	Down	-2.16432310427817	0.297514117824093	-0.508103405107262	2.24298422203513	1.40439941468658	-2.01441074773335	-0.930791181463515	-0.550110761584305
Region83	chr2L	283860	284182	.	323	Time	Down	-2.10369030257923	0.555499914431114	0.205572833301146	2.18548695578132	1.18190632583459	-1.92121121035867	-1.27692584361902	0.210855955841209
Region89	chr2L	354077	354643	.	567	Gd7	Up	-2.0995051627708	1.68568479425624	-0.977383629255604	2.86439067042622	2.6416549817277	-1.60922817567726	-2.10075155301572	-0.557032967784614
Region91	chr2L	356175	356749	.	575	Time	Down	-2.37080550999941	0.415870319084506	0.205708665601926	2.41577791687124	1.1928401731979	-2.21341600202207	-1.24091035574604	0.147515403553478
Region99	chr2L	441747	442435	.	689	Toll10b	Down	-0.589538107974214	2.41060818129107	0.326263463895575	2.50300516026923	1.82945605221079	-0.0202369930634824	-2.48209734544671	1.01653080234602
Region103	chr2L	480736	481586	.	851	Time	Up	1.8448677756604	0.939690709051242	-0.72349953132687	2.19317288652253	0.296179952306429	2.03881198943295	-0.0947397912596009	-0.254654708615707
Region107	chr2L	501595	502174	.	580	Gd7	Up	0.334297061228281	2.54301409777468	-2.32739693569692	3.4634450656706	2.9671052686124	1.00537963935248	-1.80196002719013	-1.386850742933
Region110	chr2L	515269	515648	.	380	Toll9	Down	-0.0361446596596267	1.03215817940579	-3.33326864036978	3.48960409969509	2.56501360946305	0.328528880950143	-0.356849272601561	-2.83829659478716
Region111	chr2L	516317	517177	.	861	Toll9	Down	0.536498471081405	0.284568175224158	-2.42716394628783	2.50198610667258	1.28987548910247	0.67665583677948	0.364837822224402	-2.17031689178348
Region112	chr2L	517544	519906	.	2363	Gd7	Up	-1.26897009177724	1.63697085184969	-2.67983628766908	3.38695751262673	3.17371903855741	-0.751467489341771	-1.45904806254497	-2.12283121329532
Region115	chr2L	538660	539313	.	654	Gd7	Up	-1.20103045621087	0.946638360755339	-2.26071767063162	2.72936672675287	2.41597766807732	-0.86244025147224	-0.876301584298413	-1.93596569055082
Region125	chr2L	599461	599883	.	423	Toll10b	Down	0.744475061367309	2.23763990584987	0.570942550197176	2.42636577227658	1.00835943637746	1.22631905003558	-1.90552441390512	1.29396144217947
Region126	chr2L	600510	601005	.	496	Time	Down	-2.51417004778929	-0.711495246734773	-0.441179672388132	2.64988981254985	0.78073715885259	-2.5929994910063	-0.135377527689719	-0.827388420700007
Region127	chr2L	601494	602023	.	530	Time	Down	-1.97849336876802	-0.476019346436963	0.626248905500054	2.1291355335162	0.15054029747839	-2.05650373596705	-0.360612511686262	0.297107901469988
