# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ATAC_PPC.featureCount.count.tab.txt" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727933.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727934.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727935.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727936.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727937.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727938.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727939.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727940.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727941.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727942.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727943.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727944.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727945.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727946.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727947.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727948.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727949.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727950.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727951.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727952.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727953.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727954.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727955.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727956.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727957.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727958.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727959.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727960.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727961.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727962.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727963.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727964.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727965.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727966.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727967.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727968.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727969.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727970.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727971.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727972.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727933.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727934.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727935.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727936.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727937.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727938.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727939.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727940.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727941.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727942.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727943.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727944.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727945.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727946.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727947.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727948.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727949.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727950.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727951.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727952.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727953.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727954.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727955.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727956.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727957.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727958.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727959.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727960.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727961.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727962.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727963.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727964.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727965.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727966.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727967.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727968.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727969.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727970.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727971.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/Wieschaus_ATAC_seq_mapped_dm6/bam_dm6/SRR3727972.dm6.bowtie2.sorted.bam
FBtr0347010	211000022280328	9427	9577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078171	2L	18470	18620	-	151	22	21	25	54	25	57	35	34	92	81	85	44	71	100	75	137	93	112	121	95	91	120	158	77	93	132	152	181	146	94	163	189	138	225	220	178	240	234	202	241
FBtr0330655	2L	21276	21426	-	151	2	3	9	10	14	16	10	5	17	21	26	14	21	36	26	56	34	25	54	22	27	36	43	32	36	45	33	51	48	44	39	66	27	98	60	53	43	76	58	67
FBtr0113008	2L	25055	25205	-	151	3	9	9	5	11	9	3	6	11	50	26	18	26	25	24	21	17	19	42	29	29	31	28	17	34	26	36	35	23	25	9	24	34	35	28	42	28	62	32	41
FBtr0309229	2L	59168	59318	-	151	8	12	16	11	11	14	12	10	20	36	31	14	23	35	26	27	21	13	22	26	20	30	25	19	13	38	31	31	12	37	34	30	21	24	32	37	28	56	36	38
FBtr0309226	2L	65304	65454	-	151	2	7	14	7	9	10	2	3	9	17	22	4	19	12	9	20	19	13	14	20	17	10	27	15	18	25	20	38	17	11	13	17	12	32	16	16	22	41	38	23
FBtr0306539	2L	66432	66582	+	151	6	9	5	2	5	9	10	7	13	19	17	15	19	19	11	13	13	11	22	22	16	14	16	16	9	13	19	17	11	12	15	14	11	36	15	9	14	45	32	24
FBtr0306536	2L	66993	67143	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306537	2L	66993	67143	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306540	2L	71707	71857	+	151	9	6	8	3	15	13	11	5	6	31	14	10	24	25	16	13	14	10	21	14	13	15	9	12	20	23	22	24	37	12	20	8	14	30	15	20	23	41	31	20
FBtr0078101	2L	72337	72487	+	151	11	8	8	13	14	16	11	3	22	49	20	14	35	28	27	29	28	31	35	22	25	26	23	16	22	30	20	37	45	38	31	29	30	24	36	30	48	72	39	40
FBtr0331680	2L	73435	73585	+	151	11	12	18	9	15	14	14	2	21	31	18	16	26	22	10	22	23	19	30	23	16	24	20	16	14	22	26	33	22	25	23	19	21	31	23	19	27	29	31	32
FBtr0301733	2L	74079	74229	+	151	6	6	11	4	3	14	9	3	14	26	13	10	15	29	20	11	18	17	11	14	20	29	12	11	15	23	8	29	13	8	12	11	19	40	22	7	14	36	46	26
FBtr0306541	2L	76298	76448	+	151	11	13	7	7	2	7	9	6	13	38	15	16	20	28	21	22	11	14	24	23	17	26	19	8	18	23	19	28	20	13	16	22	16	26	17	21	27	49	31	26
FBtr0290323	2L	87287	87437	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330637	2L	87287	87437	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078103	2L	94689	94839	+	151	4	6	8	13	5	12	4	12	22	21	18	11	25	23	25	26	35	29	39	19	23	36	40	41	39	53	27	32	56	46	64	61	23	91	75	32	64	96	67	62
FBtr0330636	2L	102330	102480	+	151	7	14	19	13	9	12	9	15	38	25	28	23	23	23	18	44	53	34	56	28	30	49	45	55	26	43	54	48	46	39	59	61	23	92	100	58	86	111	75	98
FBtr0301452	2L	106632	106782	-	151	14	6	8	15	9	11	19	15	15	32	24	10	19	22	10	31	22	30	34	22	20	21	36	23	26	27	28	38	24	27	30	37	23	66	57	40	57	62	54	48
FBtr0089437	2L	106853	107003	+	151	6	8	7	4	7	6	6	5	11	20	18	16	6	25	14	15	11	10	26	26	18	23	24	17	14	21	24	28	18	14	17	26	16	30	31	16	26	40	34	27
FBtr0089429	2L	107711	107861	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0308091	2L	107711	107861	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089428	2L	107711	107861	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089432	2L	107887	108037	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089430	2L	107887	108037	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089433	2L	108039	108189	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089434	2L	108083	108233	+	151	2	0	3	0	0	10	2	5	6	3	3	9	5	4	4	5	1	3	5	4	9	12	7	7	2	1	5	3	9	1	7	9	4	14	10	12	13	21	8	5
FBtr0089436	2L	109544	109694	+	151	10	12	9	13	7	16	20	10	9	24	28	31	17	28	18	24	22	15	34	20	23	27	24	15	35	27	39	46	34	24	27	29	30	38	46	35	46	65	35	54
FBtr0330639	2L	114676	114826	+	151	9	7	14	10	10	12	11	5	15	43	36	14	19	37	14	30	28	23	53	35	47	42	38	30	24	46	35	32	39	35	59	70	34	62	71	49	69	95	51	82
FBtr0078160	2L	116388	116538	-	151	13	4	12	6	4	9	12	2	15	20	35	18	8	21	14	20	15	16	35	22	27	23	35	15	19	37	21	42	20	34	21	27	14	46	35	21	34	51	45	29
FBtr0100307	2L	120531	120681	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078157	2L	120531	120681	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100310	2L	120531	120681	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078158	2L	120642	120792	-	151	2	11	7	5	3	11	8	7	18	23	11	9	12	17	10	13	8	15	20	6	19	25	11	15	12	13	9	20	24	4	15	12	12	17	15	12	17	30	16	24
FBtr0078156	2L	121654	121804	-	151	12	11	11	10	2	17	14	13	23	36	26	15	46	21	18	35	21	20	36	27	20	23	29	16	25	34	18	44	25	16	31	33	11	66	37	24	47	87	42	43
FBtr0100379	2L	129145	129295	-	151	10	5	12	17	9	8	11	7	15	41	34	14	31	39	14	35	17	15	25	13	22	41	26	25	26	40	42	29	24	14	30	24	25	35	39	22	25	62	23	37
FBtr0078153	2L	130691	130841	-	151	9	15	5	12	6	11	10	10	13	30	25	26	37	17	14	14	14	17	29	17	20	27	25	15	13	23	31	22	28	13	20	12	13	44	28	18	16	50	25	32
FBtr0300568	2L	132027	132177	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078114	2L	132027	132177	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0346127	2L	139488	139638	-	151	5	15	8	8	7	10	8	15	19	27	35	15	18	15	23	17	14	20	38	25	20	16	25	17	17	29	28	42	11	17	20	33	9	28	21	17	22	42	39	40
FBtr0302194	2L	140892	141042	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302195	2L	140892	141042	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330644	2L	142472	142622	-	151	6	7	8	8	19	9	6	15	12	55	40	13	28	25	32	25	21	16	31	22	35	32	36	26	24	45	21	39	27	24	26	29	20	38	33	16	26	64	34	30
FBtr0300987	2L	142991	143141	-	151	3	7	8	4	7	14	9	7	18	61	19	24	30	30	14	30	31	14	36	23	24	30	31	18	21	37	18	58	28	22	27	31	21	48	46	20	44	60	55	39
FBtr0330643	2L	153200	153350	-	151	26	12	13	14	7	8	9	18	15	33	16	19	29	20	18	35	30	14	40	27	20	36	47	20	26	23	29	41	40	31	28	33	19	68	40	35	43	62	44	34
FBtr0078147	2L	155205	155355	-	151	15	7	12	15	12	12	13	9	13	55	27	13	26	47	29	56	38	49	40	43	30	55	47	29	17	42	51	46	57	43	77	95	46	111	107	58	97	125	92	96
FBtr0340650	2L	155979	156129	+	151	4	1	4	1	2	4	5	3	3	22	6	8	18	18	11	22	21	23	14	27	17	18	24	13	18	23	22	35	31	19	22	36	16	43	43	22	45	63	27	35
FBtr0078119	2L	156099	156249	+	151	9	3	5	8	4	3	6	7	9	14	6	4	22	21	11	11	23	18	26	15	17	18	15	15	22	18	13	30	31	23	26	34	19	45	46	21	34	44	38	36
FBtr0330652	2L	158982	159132	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332336	2L	158982	159132	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078121	2L	158982	159132	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330653	2L	182770	182920	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332337	2L	182770	182920	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078124	2L	203729	203879	+	151	9	13	3	9	6	9	13	14	23	33	35	20	37	38	24	45	40	39	34	23	43	55	58	31	32	37	56	68	83	46	32	70	38	81	108	46	70	103	50	87
FBtr0308246	2L	206697	206847	-	151	1	6	9	3	12	4	6	10	9	24	25	11	12	15	17	19	12	10	25	27	28	19	34	24	15	24	20	30	27	8	28	24	28	33	37	26	33	54	39	43
FBtr0332338	2L	207129	207279	+	151	0	0	1	3	2	7	2	2	3	9	11	4	7	3	3	9	11	3	19	10	10	16	6	9	12	6	4	11	3	9	8	12	6	15	22	7	21	32	16	32
FBtr0078146	2L	207197	207347	-	151	0	0	0	2	0	1	0	0	0	6	1	1	1	1	1	0	2	2	2	5	2	0	0	1	0	3	0	2	1	2	2	4	2	3	4	7	7	3	1	4
FBtr0332339	2L	207356	207506	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0078125	2L	207356	207506	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
