SYMBOL	PC1	PC2	PC3	distance
twi	-0.0125091674340643	0.121510513647027	0.0293315894059688	0.125624943119343
Him	0.0235061535626073	0.0884719743406315	0.0822822386828285	0.12308613366946
sing	0.0246017040361531	0.0952148022142892	0.0739985027221263	0.123072664744472
Mef2	0.0182830307354949	0.0868161371121265	0.0687002649144877	0.112209791352036
htl	-0.00128178851246036	0.0839976344192727	0.0649188318279151	0.106168264070416
lmd	0.0209042303745081	0.0787872800420485	0.0601077141134931	0.101278623805441
stumps	0.0255947289974182	0.0847753945892447	0.045246052596949	0.0994442706032847
CadN	0.0130354870035119	0.0759428731707934	0.0475058786955933	0.0905210053937447
ltl	-0.00666852620400639	0.0876445673907853	0.0148041059854463	0.0891358569200956
wntD	0.0223189694595335	0.0760345085604948	0.00131445103016755	0.0792534584184328
Ppn	0.0193423549429632	0.0611252298207613	0.0461393817730165	0.0789890053474319
meso18E	0.0198967911824831	0.0607747430618226	0.0461279206561713	0.0788494562926843
CG12177	-0.00618065160521952	0.0675050281919187	0.0390806307079907	0.0782459262964609
tin	0.0131685679188952	0.0715192798680419	0.0204351025345771	0.0755381492325337
zfh1	0.0181343279431739	0.0675990710624834	0.0228156426605664	0.0736141413620774
sim	-0.00135397450548776	0.0615510162887679	0.0392977110566267	0.0730388317775675
CG1673	-0.00429923064574641	0.0674620384875694	0.0012376560885253	0.0676102197425588
Cyp310a1	0.00229794267505726	0.0658388499490723	0.0120255366347477	0.0669675162635435
if	0.0149742034236143	0.0552338026796997	0.0292835301033358	0.0642847171724723
CG32182	0.0121813302443175	0.048538772109357	0.0375693027779544	0.0625767505997781
HLH54F	-0.00226655391063544	0.0432238910381705	0.0449343123418101	0.0623901791048944
GEFmeso	0.00785459181368422	0.0465851036155496	0.0398153668964688	0.0617829258981113
Pka-C3	-0.0304834999513956	0.0533483381224288	0.00260227541255249	0.0614984616639677
CG14688	0.0138111448324864	0.040762692885768	0.0423637680022319	0.0603906755404366
CG14207	0.00439634571950403	0.0440669889647698	0.0392315987187223	0.0591637195427519
sns	0.0162008516717098	0.037741170353388	0.0401910136031531	0.057464607446506
CG11357	0.0117552859924134	0.0315139116756994	0.0422191563036589	0.0539793528755208
rho	-0.022300875747482	0.039289271949123	0.0232697671579262	0.0508178906781939
CG18446	0.00871445273539117	0.0423495437457753	0.0261969864895971	0.0505540071912092
Mes2	0.0249181165714962	0.0388701172020772	0.0202927494337988	0.0504340581785447
MFS1	0.0307750177595024	0.0219261808639301	0.0330022580199565	0.0501697933002644
