chr2L	23011544	2249348	0
chr2LHet	368872	5705	0
chr2R	21146708	1272264	0
chr2RHet	3288761	53604	0
chr3L	24543557	1153772	0
chr3LHet	2555491	45892	0
chr3R	27905053	1478492	0
chr3RHet	2517507	33065	0
chr4	1351857	81997	0
chrM	19517	84798	0
chrX	22422827	901896	0
chrXHet	204112	685758	0
chrYHet	347038	3148	0
1	195471971	634438	0
10	130694993	432379	0
11	122082543	422546	0
12	120129022	379392	0
13	120421639	395978	0
14	124902244	398072	0
15	104043685	352845	0
16	98207768	321346	0
17	94987271	337103	0
18	90702639	289127	0
19	61431566	200805	0
2	182113224	587220	0
3	160039680	539677	0
4	156508116	505503	0
5	151834684	488018	0
6	149736546	496138	0
7	145441459	479339	0
8	129401213	429087	0
9	124595110	416012	0
MT	16299	2246	0
X	171031299	511309	0
Y	91744698	254126	0
JH584295.1	1976	19	0
JH584292.1	14945	50	0
GL456368.1	20208	73	0
GL456396.1	21240	84	0
GL456359.1	22974	71	0
GL456382.1	23158	64	0
GL456392.1	23629	99	0
GL456394.1	24323	62	0
GL456390.1	24668	52	0
GL456387.1	24685	50	0
GL456381.1	25871	86	0
GL456370.1	26764	109	0
GL456372.1	28664	70	0
GL456389.1	28772	95	0
GL456378.1	31602	95	0
GL456360.1	31704	108	0
GL456385.1	35240	96	0
GL456383.1	38659	133	0
GL456213.1	39340	103	0
GL456239.1	40056	151	0
GL456367.1	42057	145	0
GL456366.1	47073	167	0
GL456393.1	55711	153	0
GL456216.1	66673	246	0
GL456379.1	72385	240	0
JH584304.1	114452	469	0
GL456212.1	153618	1393	0
JH584302.1	155838	430	0
JH584303.1	158099	392	0
GL456210.1	169725	451	0
GL456219.1	175968	535	0
JH584300.1	182347	501	0
JH584298.1	184189	523	0
JH584294.1	191905	584	0
GL456354.1	195993	523	0
JH584296.1	199368	609	0
JH584297.1	205776	654	0
GL456221.1	206961	640	0
JH584293.1	207968	553	0
GL456350.1	227966	561	0
GL456211.1	241735	656	0
JH584301.1	259875	1002	0
GL456233.1	336933	936	0
JH584299.1	953012	2637	0
*	0	0	6746205
