chr2L	23011544	4047932	0
chr2LHet	368872	12027	0
chr2R	21146708	2823469	0
chr2RHet	3288761	120698	0
chr3L	24543557	2390069	0
chr3LHet	2555491	112427	0
chr3R	27905053	3064991	0
chr3RHet	2517507	74243	0
chr4	1351857	166308	0
chrM	19517	568996	0
chrX	22422827	1819734	0
chrXHet	204112	1498093	0
chrYHet	347038	10293	0
1	195471971	578407	0
10	130694993	402864	0
11	122082543	404551	0
12	120129022	350298	0
13	120421639	364319	0
14	124902244	364345	0
15	104043685	307486	0
16	98207768	292875	0
17	94987271	350078	0
18	90702639	268541	0
19	61431566	195389	0
2	182113224	544405	0
3	160039680	486977	0
4	156508116	459571	0
5	151834684	456830	0
6	149736546	470748	0
7	145441459	440670	0
8	129401213	397020	0
9	124595110	401367	0
MT	16299	3202	0
X	171031299	437218	0
Y	91744698	222660	0
JH584295.1	1976	20	0
JH584292.1	14945	54	0
GL456368.1	20208	41	0
GL456396.1	21240	71	0
GL456359.1	22974	69	0
GL456382.1	23158	43	0
GL456392.1	23629	59	0
GL456394.1	24323	51	0
GL456390.1	24668	44	0
GL456387.1	24685	44	0
GL456381.1	25871	70	0
GL456370.1	26764	97	0
GL456372.1	28664	73	0
GL456389.1	28772	60	0
GL456378.1	31602	100	0
GL456360.1	31704	81	0
GL456385.1	35240	89	0
GL456383.1	38659	130	0
GL456213.1	39340	133	0
GL456239.1	40056	154	0
GL456367.1	42057	86	0
GL456366.1	47073	147	0
GL456393.1	55711	134	0
GL456216.1	66673	253	0
GL456379.1	72385	185	0
JH584304.1	114452	485	0
GL456212.1	153618	1332	0
JH584302.1	155838	320	0
JH584303.1	158099	327	0
GL456210.1	169725	394	0
GL456219.1	175968	449	0
JH584300.1	182347	422	0
JH584298.1	184189	456	0
JH584294.1	191905	568	0
GL456354.1	195993	402	0
JH584296.1	199368	540	0
JH584297.1	205776	543	0
GL456221.1	206961	517	0
JH584293.1	207968	564	0
GL456350.1	227966	559	0
GL456211.1	241735	613	0
JH584301.1	259875	1479	0
GL456233.1	336933	803	0
JH584299.1	953012	2336	0
*	0	0	6829247
