chr2L	23011544	3015033	0
chr2LHet	368872	8445	0
chr2R	21146708	2016220	0
chr2RHet	3288761	69224	0
chr3L	24543557	1841818	0
chr3LHet	2555491	51160	0
chr3R	27905053	2316103	0
chr3RHet	2517507	36432	0
chr4	1351857	107143	0
chrM	19517	76251	0
chrX	22422827	1483471	0
chrXHet	204112	1167882	0
chrYHet	347038	3606	0
1	195471971	326278	0
10	130694993	224001	0
11	122082543	219745	0
12	120129022	195350	0
13	120421639	202946	0
14	124902244	205910	0
15	104043685	175222	0
16	98207768	171599	0
17	94987271	198424	0
18	90702639	150244	0
19	61431566	108325	0
2	182113224	305828	0
3	160039680	274979	0
4	156508116	256305	0
5	151834684	254436	0
6	149736546	259668	0
7	145441459	245869	0
8	129401213	224023	0
9	124595110	225096	0
MT	16299	1590	0
X	171031299	251257	0
Y	91744698	117599	0
JH584295.1	1976	7	0
JH584292.1	14945	35	0
GL456368.1	20208	25	0
GL456396.1	21240	36	0
GL456359.1	22974	35	0
GL456382.1	23158	25	0
GL456392.1	23629	41	0
GL456394.1	24323	34	0
GL456390.1	24668	21	0
GL456387.1	24685	21	0
GL456381.1	25871	44	0
GL456370.1	26764	51	0
GL456372.1	28664	32	0
GL456389.1	28772	26	0
GL456378.1	31602	60	0
GL456360.1	31704	56	0
GL456385.1	35240	37	0
GL456383.1	38659	52	0
GL456213.1	39340	77	0
GL456239.1	40056	77	0
GL456367.1	42057	58	0
GL456366.1	47073	64	0
GL456393.1	55711	82	0
GL456216.1	66673	138	0
GL456379.1	72385	112	0
JH584304.1	114452	265	0
GL456212.1	153618	621	0
JH584302.1	155838	173	0
JH584303.1	158099	191	0
GL456210.1	169725	236	0
GL456219.1	175968	216	0
JH584300.1	182347	227	0
JH584298.1	184189	246	0
JH584294.1	191905	320	0
GL456354.1	195993	241	0
JH584296.1	199368	275	0
JH584297.1	205776	300	0
GL456221.1	206961	302	0
JH584293.1	207968	303	0
GL456350.1	227966	346	0
GL456211.1	241735	328	0
JH584301.1	259875	462	0
GL456233.1	336933	488	0
JH584299.1	953012	1349	0
*	0	0	4345936
