chr2L	23011544	3776724	0
chr2LHet	368872	9840	0
chr2R	21146708	2317014	0
chr2RHet	3288761	95800	0
chr3L	24543557	2195542	0
chr3LHet	2555491	76434	0
chr3R	27905053	2778966	0
chr3RHet	2517507	51071	0
chr4	1351857	158628	0
chrM	19517	72865	0
chrX	22422827	1685487	0
chrXHet	204112	1004964	0
chrYHet	347038	4587	0
1	195471971	564068	0
10	130694993	385217	0
11	122082543	367369	0
12	120129022	341583	0
13	120421639	351622	0
14	124902244	356585	0
15	104043685	301054	0
16	98207768	290390	0
17	94987271	309603	0
18	90702639	260254	0
19	61431566	181184	0
2	182113224	528471	0
3	160039680	468805	0
4	156508116	446662	0
5	151834684	439110	0
6	149736546	442513	0
7	145441459	419914	0
8	129401213	381186	0
9	124595110	375311	0
MT	16299	802	0
X	171031299	446098	0
Y	91744698	215995	0
JH584295.1	1976	13	0
JH584292.1	14945	74	0
GL456368.1	20208	52	0
GL456396.1	21240	71	0
GL456359.1	22974	60	0
GL456382.1	23158	71	0
GL456392.1	23629	71	0
GL456394.1	24323	50	0
GL456390.1	24668	44	0
GL456387.1	24685	58	0
GL456381.1	25871	81	0
GL456370.1	26764	75	0
GL456372.1	28664	57	0
GL456389.1	28772	62	0
GL456378.1	31602	99	0
GL456360.1	31704	95	0
GL456385.1	35240	102	0
GL456383.1	38659	114	0
GL456213.1	39340	127	0
GL456239.1	40056	160	0
GL456367.1	42057	117	0
GL456366.1	47073	132	0
GL456393.1	55711	128	0
GL456216.1	66673	256	0
GL456379.1	72385	186	0
JH584304.1	114452	426	0
GL456212.1	153618	757	0
JH584302.1	155838	369	0
JH584303.1	158099	344	0
GL456210.1	169725	390	0
GL456219.1	175968	435	0
JH584300.1	182347	409	0
JH584298.1	184189	429	0
JH584294.1	191905	529	0
GL456354.1	195993	452	0
JH584296.1	199368	520	0
JH584297.1	205776	550	0
GL456221.1	206961	518	0
JH584293.1	207968	577	0
GL456350.1	227966	575	0
GL456211.1	241735	568	0
JH584301.1	259875	785	0
GL456233.1	336933	804	0
JH584299.1	953012	2282	0
*	0	0	5496934
