chr2L	23011544	3958474	0
chr2LHet	368872	11414	0
chr2R	21146708	2829951	0
chr2RHet	3288761	113599	0
chr3L	24543557	2351320	0
chr3LHet	2555491	106485	0
chr3R	27905053	3033578	0
chr3RHet	2517507	72161	0
chr4	1351857	164879	0
chrM	19517	662238	0
chrX	22422827	1776951	0
chrXHet	204112	1734280	0
chrYHet	347038	8689	0
1	195471971	446901	0
10	130694993	309455	0
11	122082543	316886	0
12	120129022	266259	0
13	120421639	281160	0
14	124902244	279173	0
15	104043685	238820	0
16	98207768	225953	0
17	94987271	289461	0
18	90702639	205746	0
19	61431566	152531	0
2	182113224	418330	0
3	160039680	371594	0
4	156508116	354245	0
5	151834684	352306	0
6	149736546	364964	0
7	145441459	339841	0
8	129401213	311969	0
9	124595110	317428	0
MT	16299	4386	0
X	171031299	328081	0
Y	91744698	164825	0
JH584295.1	1976	12	0
JH584292.1	14945	38	0
GL456368.1	20208	44	0
GL456396.1	21240	48	0
GL456359.1	22974	54	0
GL456382.1	23158	29	0
GL456392.1	23629	48	0
GL456394.1	24323	30	0
GL456390.1	24668	33	0
GL456387.1	24685	36	0
GL456381.1	25871	65	0
GL456370.1	26764	64	0
GL456372.1	28664	51	0
GL456389.1	28772	58	0
GL456378.1	31602	64	0
GL456360.1	31704	75	0
GL456385.1	35240	65	0
GL456383.1	38659	84	0
GL456213.1	39340	89	0
GL456239.1	40056	129	0
GL456367.1	42057	79	0
GL456366.1	47073	107	0
GL456393.1	55711	119	0
GL456216.1	66673	187	0
GL456379.1	72385	137	0
JH584304.1	114452	420	0
GL456212.1	153618	1026	0
JH584302.1	155838	232	0
JH584303.1	158099	220	0
GL456210.1	169725	315	0
GL456219.1	175968	277	0
JH584300.1	182347	269	0
JH584298.1	184189	381	0
JH584294.1	191905	407	0
GL456354.1	195993	298	0
JH584296.1	199368	446	0
JH584297.1	205776	434	0
GL456221.1	206961	352	0
JH584293.1	207968	376	0
GL456350.1	227966	437	0
GL456211.1	241735	462	0
JH584301.1	259875	1132	0
GL456233.1	336933	533	0
JH584299.1	953012	1736	0
*	0	0	7087871
