chr2L	23011544	3625754	0
chr2LHet	368872	11434	0
chr2R	21146708	2003815	0
chr2RHet	3288761	90877	0
chr3L	24543557	1882271	0
chr3LHet	2555491	80877	0
chr3R	27905053	2335867	0
chr3RHet	2517507	48994	0
chr4	1351857	139058	0
chrM	19517	170746	0
chrX	22422827	1420102	0
chrXHet	204112	1544766	0
chrYHet	347038	5119	0
1	195471971	402376	0
10	130694993	276612	0
11	122082543	266074	0
12	120129022	243126	0
13	120421639	250584	0
14	124902244	257404	0
15	104043685	213154	0
16	98207768	209385	0
17	94987271	242263	0
18	90702639	187238	0
19	61431566	132231	0
2	182113224	378245	0
3	160039680	334569	0
4	156508116	317742	0
5	151834684	314214	0
6	149736546	326041	0
7	145441459	303108	0
8	129401213	273490	0
9	124595110	278649	0
MT	16299	936	0
X	171031299	311692	0
Y	91744698	153338	0
JH584295.1	1976	14	0
JH584292.1	14945	36	0
GL456368.1	20208	35	0
GL456396.1	21240	56	0
GL456359.1	22974	45	0
GL456382.1	23158	44	0
GL456392.1	23629	52	0
GL456394.1	24323	24	0
GL456390.1	24668	29	0
GL456387.1	24685	31	0
GL456381.1	25871	52	0
GL456370.1	26764	66	0
GL456372.1	28664	33	0
GL456389.1	28772	52	0
GL456378.1	31602	77	0
GL456360.1	31704	64	0
GL456385.1	35240	56	0
GL456383.1	38659	79	0
GL456213.1	39340	93	0
GL456239.1	40056	86	0
GL456367.1	42057	71	0
GL456366.1	47073	85	0
GL456393.1	55711	82	0
GL456216.1	66673	154	0
GL456379.1	72385	152	0
JH584304.1	114452	300	0
GL456212.1	153618	837	0
JH584302.1	155838	232	0
JH584303.1	158099	263	0
GL456210.1	169725	291	0
GL456219.1	175968	314	0
JH584300.1	182347	261	0
JH584298.1	184189	284	0
JH584294.1	191905	396	0
GL456354.1	195993	338	0
JH584296.1	199368	348	0
JH584297.1	205776	340	0
GL456221.1	206961	358	0
JH584293.1	207968	382	0
GL456350.1	227966	435	0
GL456211.1	241735	400	0
JH584301.1	259875	897	0
GL456233.1	336933	560	0
JH584299.1	953012	1589	0
*	0	0	5525275
