seqnames	start	end	width	strand	Geneid	ATAC_Gd7	ATAC_Toll10b	ATAC_Toll9	ATAC_Time	PRO_Gd7	PRO_Toll10b	PRO_Toll9	PRO_Time	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_Geneid	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	enhancerID	enhancerGenotype	insituID	inSituLocation	inSituScore	Geneid_unique	enhancer	inSitu	PC1	PC2	PC3	PC4	PC5	distance5	distance4	distance3	distance2	distance1
chr2L	18442	18705	264	*	Region54	-1.56348496203549	1.48751334963021	-0.00363067960097545	0.491645116103909	-0.268026785127851	0.691500197216593	-0.588355544597988	0.511743241646802	-1.74235533602562	1.77840773897221	0.317454252497615	Region1	-0.644097437011776	0.991642608536817	-0.524713092196557	None	None	region 6896	ubiquitous	4	Region54	0	0	-3.1586584912966	0.622835698704979	0.182787547943216	0.19447754475461	-0.996189042342513	3.38063206862291	3.23052326648769	3.2246641778493	3.21947942565586	3.1586584912966
chr2L	18442	18705	264	*	Region54	-1.56348496203549	1.48751334963021	-0.00363067960097545	0.491645116103909	-0.268026785127851	0.691500197216593	-0.588355544597988	0.511743241646802	-1.74235533602562	1.77840773897221	0.317454252497615	Region1	-0.644097437011776	0.991642608536817	-0.524713092196557	None	None	region 6897	ubiquitous	3	Region54.1	0	0	-3.1586584912966	0.622835698704979	0.182787547943216	0.19447754475461	-0.996189042342513	3.38063206862291	3.23052326648769	3.2246641778493	3.21947942565586	3.1586584912966
chr2L	27035	27519	485	*	Region55	0.784106728955262	-1.00175745613717	0.350950763470496	-1.60948446169588	1.1791113735931	-1.49920954607225	0.418145911962778	-4.14903576277666	0.597345685758789	-0.894110157664698	0.271783147627553	Region3	1.20221391751519	-0.157193969381161	-0.919314171272372	None	None	region 6902	procephalic_ectoderm_AISN	4	Region55	0	0	3.66949682720946	1.08927300263516	-3.30700492016631	-0.407874837630566	-1.32189809470298	5.24421401519102	5.07487596541497	5.05845867643241	3.82775686782352	3.66949682720946
chr2L	27035	27519	485	*	Region55	0.784106728955262	-1.00175745613717	0.350950763470496	-1.60948446169588	1.1791113735931	-1.49920954607225	0.418145911962778	-4.14903576277666	0.597345685758789	-0.894110157664698	0.271783147627553	Region4	0.996801531663929	-0.530426681952289	-0.313726871454685	None	None	region 6902	procephalic_ectoderm_AISN	4	Region55.1	0	0	3.73712071401175	0.555705360040336	-3.14853651482806	-0.876577424707878	-1.32864111312357	5.16931688450888	4.99565309494028	4.91814618158904	3.77821117438838	3.73712071401175
chr2L	28009	29052	1044	*	Region56	1.30844286894968	-2.14209302480517	1.22785858957269	-1.32682484438574	1.08741632225848	-2.00518628321349	1.2613197265297	-2.59723767699369	1.07079616782604	-1.78469924272519	0.730667468740553	Region4	0.996801531663929	-0.530426681952289	-0.313726871454685	None	None	None	None	-1	Region56	0	0	4.65516643798875	-0.479403096457657	-2.48505299091897	0.561953736710679	0.135036456106244	5.33009541271319	5.32838458298089	5.298668725439	4.67978652229672	4.65516643798875
chr2L	91221	91973	753	*	Region61	1.9398094774326	-0.451990744011608	-1.89786566912209	-2.40313370949744	2.25780713487403	-0.548938597720173	-2.46513915292944	-1.23749431806712	3.56751424095941	-2.52187786740097	-2.14816203094283	Region8	3.22085575710101	2.12482144058611	-5.31701993313892	None	None	None	None	-1	Region61	0	0	4.19554209783232	8.17544938450998	-1.73668988108764	0.244235124860724	1.53004214093377	9.47930997624241	9.35501409259525	9.35182537670801	9.18915372237116	4.19554209783232
chr2L	114532	114855	324	*	Region64	0.546568261119706	-0.378022906897092	-0.192559196055854	-1.26737816166621	1.28848338336128	-0.402385680336437	-1.28145135548032	-0.0993948628547686	0.0156923168517812	0.412043116281281	-0.575732319047535	Region13	-0.0543668147940365	1.18072099257462	-1.27407378255008	None	None	None	None	-1	Region64	0	0	0.394025752983906	2.33371975183698	-1.11373313686147	-0.441763219543169	0.876698165840248	2.79386114372219	2.65274582582143	2.6157036671366	2.3667497066924	0.394025752983906
chr2L	278601	279126	526	*	Region81	-0.108164514623971	-0.400360281782759	0.6867685061042	-3.37373751977575	0.282936250895585	-0.624414830438662	0.472616764562952	-2.48631280107714	0.415614140688641	-0.603660288102111	0.164428991040184	Region27	-0.152125012491678	-0.0516401254317798	0.196515608086851	None	None	None	None	-1	Region81	0	0	1.86091556840707	-0.263803154580621	-3.53333148857583	-1.08499878236508	-0.904969453838164	4.24419866822724	4.14659530494618	4.00212821699505	1.87952091159064	1.86091556840707
chr2L	282210	283269	1060	*	Region82	1.40439941468658	-0.930791181463515	-0.550110761584305	-2.01441074773335	0.59510766511992	-0.889976336806761	0.398557317645665	-1.4994150263426	0.204177427077348	-0.285728956055982	0.0662856440426059	Region28	0.879749188253059	-0.860472748687959	0.162927990729607	None	None	region 6919	None	0	Region82	0	0	2.74005620775067	0.311785526666526	-1.48263922872108	-0.947821906089523	-0.280058576849002	3.28331181750138	3.27134585216506	3.13102815682235	2.75773788389537	2.74005620775067
chr2L	441747	442435	689	*	Region99	1.82945605221079	-2.48209734544671	1.01653080234602	-0.0202369930634824	0.807899646420301	-0.954157001959005	0.18372949411123	0.130529682031427	0.256079007649374	-1.32310341579801	1.37425111973101	Region39	3.09511904580041	-2.49817468725033	-0.0199525688445878	region 5	Gd7	None	None	-1	Region99	1	0	4.81104708759572	-0.524253993488548	1.7242352882918	0.992069819019476	-0.545710042631943	5.26079895401653	5.23241876993346	5.13750948010246	4.83952645707739	4.81104708759572
