chr2L	23011544	3786553	0
chr2LHet	368872	13280	0
chr2R	21146708	2177205	0
chr2RHet	3288761	103723	0
chr3L	24543557	2020811	0
chr3LHet	2555491	101901	0
chr3R	27905053	2505376	0
chr3RHet	2517507	62862	0
chr4	1351857	152516	0
chrM	19517	240091	0
chrX	22422827	1545462	0
chrXHet	204112	2207314	0
chrYHet	347038	6552	0
1	195471971	825246	0
10	130694993	575898	0
11	122082543	553341	0
12	120129022	495418	0
13	120421639	511937	0
14	124902244	530598	0
15	104043685	440412	0
16	98207768	422708	0
17	94987271	492858	0
18	90702639	382784	0
19	61431566	270296	0
2	182113224	772774	0
3	160039680	696316	0
4	156508116	652919	0
5	151834684	644107	0
6	149736546	658982	0
7	145441459	632272	0
8	129401213	574185	0
9	124595110	576111	0
MT	16299	4131	0
X	171031299	642327	0
Y	91744698	302443	0
JH584295.1	1976	24	0
JH584292.1	14945	109	0
GL456368.1	20208	71	0
GL456396.1	21240	99	0
GL456359.1	22974	83	0
GL456382.1	23158	60	0
GL456392.1	23629	99	0
GL456394.1	24323	91	0
GL456390.1	24668	53	0
GL456387.1	24685	46	0
GL456381.1	25871	104	0
GL456370.1	26764	154	0
GL456372.1	28664	86	0
GL456389.1	28772	94	0
GL456378.1	31602	185	0
GL456360.1	31704	149	0
GL456385.1	35240	124	0
GL456383.1	38659	158	0
GL456213.1	39340	158	0
GL456239.1	40056	188	0
GL456367.1	42057	140	0
GL456366.1	47073	158	0
GL456393.1	55711	197	0
GL456216.1	66673	352	0
GL456379.1	72385	303	0
JH584304.1	114452	579	0
GL456212.1	153618	2312	0
JH584302.1	155838	492	0
JH584303.1	158099	437	0
GL456210.1	169725	635	0
GL456219.1	175968	547	0
JH584300.1	182347	623	0
JH584298.1	184189	540	0
JH584294.1	191905	691	0
GL456354.1	195993	592	0
JH584296.1	199368	746	0
JH584297.1	205776	792	0
GL456221.1	206961	796	0
JH584293.1	207968	771	0
GL456350.1	227966	767	0
GL456211.1	241735	885	0
JH584301.1	259875	1671	0
GL456233.1	336933	1088	0
JH584299.1	953012	3064	0
*	0	0	8621586
