chr2L	23011544	2717134	0
chr2LHet	368872	8770	0
chr2R	21146708	1847519	0
chr2RHet	3288761	70004	0
chr3L	24543557	1706928	0
chr3LHet	2555491	54163	0
chr3R	27905053	2129395	0
chr3RHet	2517507	39422	0
chr4	1351857	103137	0
chrM	19517	108878	0
chrX	22422827	1366455	0
chrXHet	204112	1376288	0
chrYHet	347038	3594	0
1	195471971	528915	0
10	130694993	361074	0
11	122082543	354378	0
12	120129022	317484	0
13	120421639	327905	0
14	124902244	332556	0
15	104043685	277765	0
16	98207768	271095	0
17	94987271	306892	0
18	90702639	243965	0
19	61431566	172319	0
2	182113224	491556	0
3	160039680	444991	0
4	156508116	411958	0
5	151834684	412012	0
6	149736546	413080	0
7	145441459	395508	0
8	129401213	356970	0
9	124595110	351788	0
MT	16299	2246	0
X	171031299	411535	0
Y	91744698	194441	0
JH584295.1	1976	13	0
JH584292.1	14945	59	0
GL456368.1	20208	64	0
GL456396.1	21240	59	0
GL456359.1	22974	68	0
GL456382.1	23158	43	0
GL456392.1	23629	53	0
GL456394.1	24323	58	0
GL456390.1	24668	51	0
GL456387.1	24685	39	0
GL456381.1	25871	50	0
GL456370.1	26764	78	0
GL456372.1	28664	61	0
GL456389.1	28772	74	0
GL456378.1	31602	87	0
GL456360.1	31704	73	0
GL456385.1	35240	76	0
GL456383.1	38659	94	0
GL456213.1	39340	96	0
GL456239.1	40056	107	0
GL456367.1	42057	88	0
GL456366.1	47073	115	0
GL456393.1	55711	114	0
GL456216.1	66673	167	0
GL456379.1	72385	194	0
JH584304.1	114452	389	0
GL456212.1	153618	1224	0
JH584302.1	155838	317	0
JH584303.1	158099	348	0
GL456210.1	169725	367	0
GL456219.1	175968	362	0
JH584300.1	182347	441	0
JH584298.1	184189	422	0
JH584294.1	191905	502	0
GL456354.1	195993	397	0
JH584296.1	199368	462	0
JH584297.1	205776	482	0
GL456221.1	206961	425	0
JH584293.1	207968	523	0
GL456350.1	227966	499	0
GL456211.1	241735	552	0
JH584301.1	259875	743	0
GL456233.1	336933	738	0
JH584299.1	953012	2233	0
*	0	0	5211005
