geneID	PC1	PC2	PC3	distance	Gd7	Time	Toll10b	Toll9
Region100	1.3303322504821	0.45550223521439	0.303808901623117	1.43859863466622	-0.855206873149492	1.23033913317026	1.035489526649	-0.230301153519925
Region1000	0.0727354299546238	-0.360322303740131	0.126273843761951	0.38867427103128	0.30726522436882	0.141098347205188	-0.233691529440678	-0.111852799781156
Region1001	0.00882272075309958	-0.685515886576121	-0.727673527455805	0.999759287883692	0.285136628550267	0.117490081069823	-0.819986315839431	0.744550194236704
Region1002	0.203175815145444	0.817745558713177	0.81828895930427	1.17455737687625	-0.45437001675843	0.0685899394601241	1.0496341992954	-0.824921247628214
Region1004	0.164697887705375	0.625977532783729	0.712040109280748	0.962275627348607	-0.320290780179978	0.0636067276571069	0.835757261111213	-0.716328987931706
Region1005	0.0346194650485211	-0.00906688898183153	0.000866220834266778	0.0357975721884648	-0.00782980000052384	0.0357091233853898	0.0068575867743694	0.00158066096017659
Region1006	-0.399829145683587	0.164686286410198	-0.00883017445057003	0.432507676984439	0.0420556935856679	-0.42346138293469	-0.0279360608283491	-0.0210054182155894
Region1007	-0.600195910185122	1.01869005637651	0.925794027645837	1.50168543416657	-0.217836169387701	-0.755201486447987	0.92492759840719	-0.988655416000045
Region1008	-0.486691497470653	0.660937313487183	0.899239511610239	1.2175132218218	0.0125950159833028	-0.578258622776669	0.65936493818289	-0.945513183484411
Region1009	-0.296010904424398	0.684013173204889	0.457182087180239	0.874363732947823	-0.255014518412681	-0.405985149721167	0.610418399698882	-0.492964056717671
Region101	-0.124326161568364	0.251780802641868	0.686026690761266	0.741271331879332	0.104279871918562	-0.151881045294168	0.390610162898958	-0.698944920173988
Region1010	-0.0115589458698252	-0.324855365343442	-0.333655551370521	0.465822546236664	0.146311159471867	0.0404856620146532	-0.391343870165174	0.340676713532457
Region1012	-0.983924563553992	0.865787899219389	-1.60030988362401	2.06849896224879	-0.854430725104957	-1.16572571833817	-0.203269630614409	1.51100882042732
Region1014	0.204059338706427	-0.052297781729026	-0.354643909993772	0.41248948420869	-0.179977497295501	0.201475999388804	-0.078293511113354	0.368180406846828
Region1015	-0.634907059615855	-0.0385623531988505	-0.334965411510794	0.71888514822806	0.192437310311568	-0.624857519081376	-0.405692969356858	0.294723781211503
Region1016	-1.60605127346476	-1.24865488503642	1.55364983767146	2.55975927247458	2.31053771131221	-1.30933205174739	-1.20394028628925	-1.61942782738604
Region102	1.2556630041763	-0.746273368205905	-0.0862566219178345	1.46323399529095	0.012248005173278	1.36940248798689	-0.14451698107832	0.185714414393306
Region1021	1.98138118422378	3.11284280585765	-0.0525441749260558	3.69031470493973	-3.44152969123958	1.37048256566588	3.43936430846852	0.0967379015676374
Region1022	-0.428640893489905	1.09796550759819	1.78416619471388	2.13834288218868	-0.042218527154735	-0.580307699276063	1.34842170447826	-1.83613936580156
Region1024	0.679843849767316	-1.07144571654144	-0.195982342728618	1.28397533551967	0.494640678335928	0.861039852986056	-0.694067332698539	0.267044904197992
Region1030	-0.314864946162345	0.937919815098109	-0.647917834357294	1.1826373213939	-0.861426896971878	-0.498419852193018	0.450383105774497	0.60162041185301
Region1031	0.60742494790544	0.199066927914484	-0.44112630296378	0.77664993677572	-0.597427686559524	0.549239681384514	0.272328710361319	0.473544425113761
Region1035	-0.0103943035626329	-0.295961034702491	-0.661894217050056	0.725124079156822	0.00102021731516339	0.0282690563274293	-0.475555726142964	0.667447817153094
Region1037	0.289791622004312	0.709032508342063	-1.11761440851934	1.35490525432584	-1.11988027390108	0.126442140139983	0.349029422400208	1.1147565586775
Region1038	-0.700719751660784	1.02274936459588	-0.503019454450118	1.3379286246673	-0.703860661365858	-0.889644378581088	0.411604960630132	0.430245021072611
Region1039	0.190912506786066	0.438183200380626	0.381617198282479	0.611623894536598	-0.301274886387226	0.115969262892451	0.577318986394354	-0.380078210142545
Region1040	-0.347660863997647	1.02799188378309	0.697692704248063	1.29012034285196	-0.422944508707023	-0.514382078352415	0.960958173598964	-0.745248927135427
Region1042	-2.52302663310678	0.0576058819523178	-0.786298631381752	2.64334019125697	0.794375229982806	-2.50871497119323	-1.2520477954971	0.622130343033113
Region1043	1.69276652600708	-0.0154931702237671	-0.165056836349583	1.70086516488504	-0.807665517057645	1.66195594323935	0.629250659672284	0.272943923754148
Region105	1.13066703831627	0.0057706998341106	0.957657628288925	1.48173863603924	-0.158100637670063	1.13321669646464	0.789261322495825	-0.883478438449401
Region1051	0.514875664112393	-0.525596199661847	-0.234318507690445	0.772174512426065	0.110242137195976	0.59720752395022	-0.311729092714458	0.280407751946784
Region1052	0.143986426438048	-0.216002483448569	-0.627994836112981	0.679534162525269	-0.120779179994322	0.16600771747148	-0.332853596654202	0.64136216395849
Region1063	0.458590590397666	-0.244552210806089	-0.245231379628701	0.574673422881223	-0.0972671161205967	0.489733920001668	-0.100133662147916	0.280309412898364
Region1064	1.47110585070839	0.0810411254984482	-0.558736296742413	1.57572406762984	-0.932229032031544	1.41672275863374	0.488857394227285	0.649019863594131
Region1066	-1.09189833890576	0.723839874695213	0.0341408751542019	1.31047767858145	-0.0867002785851973	-1.20563572738128	0.175608029510665	-0.122696182164063
Region1073	-1.84131240835635	-1.17937750532035	-0.415479095764153	2.22575505486109	1.63227792902035	-1.60140739787693	-1.89720019426369	0.328199192098652
Region1080	0.143411222886513	0.284038874462882	-0.727705977809138	0.794229721928801	-0.564308987546783	0.0706502756724573	0.0579251221245551	0.72763581457809
Region1084	-0.650675177972812	0.298880443793319	0.358912556605525	0.800953138580002	0.181207848048619	-0.68571049837892	0.104915668208836	-0.407390884013597
Region1085	-1.33722239408262	0.594806156838954	0.323155502098346	1.49879537428763	0.235117908217864	-1.41576750137093	0.0612438851918668	-0.423259559885009
Region1086	-1.48979945893605	0.000168610484465228	-0.531016752443359	1.58160717235701	0.471961668928936	-1.47672854594391	-0.790220904612511	0.434810709425562
Region1087	-1.66542473578597	0.73033519712946	-0.0543086229018889	1.81933462487124	0.132598886028796	-1.77248271229812	-0.0845631668493373	-0.0711762977726758
Region1091	-1.60543477309868	0.881367069512653	0.18422823271862	1.84069790123919	0.0708909323119271	-1.73560640720672	0.147629873265665	-0.309298509371953
Region1092	-1.46901954546815	-0.34731526245895	-0.932824588712155	1.77448810359788	0.597007193023396	-1.40195693673056	-1.2101130836931	0.846134016385293
Region1093	1.68994752485814	-0.14581537183166	0.249311425623923	1.71445062523923	-0.547269635110316	1.69338584881287	0.65539375186349	-0.137187150689507
Region1094	0.573460324304437	0.260086774303487	0.565725302733141	0.846490987472074	-0.259916586094269	0.529213563244451	0.645074207677722	-0.534681834409701
Region1095	0.965760641395921	0.480702424494602	0.373312947748852	1.14154763121886	-0.686509637128103	0.869195254915999	0.929811386124627	-0.32353561763383
Region1097	-0.970346090243934	0.297895806822601	-0.798926442424478	1.29174181126849	-0.102312359787028	-1.02790769475246	-0.41280830559189	0.727347503481817
Region1099	0.880329837916796	0.690506236497256	-0.0955979706426176	1.12290625528545	-0.99215420655298	0.735047465317559	0.916594125212991	0.133292222809704
Region1101	0.559850613998866	-0.74259241786406	0.503555097340542	1.05756510207256	0.539243202717971	0.699511318839947	-0.231796164109796	-0.447131422288178
Region1102	-0.053613932300083	0.63620087766733	-0.64549113543704	0.907901325260162	-0.732165193533807	-0.185957775288118	0.302857968536837	0.623790508025542
Region1103	1.84168849735088	-0.112911639238044	0.354869940770958	1.87896200983755	-0.603118552926809	1.838973526489	0.780932046702082	-0.233690909879088
Region1106	-2.04759347691807	0.107514801024539	-0.210598927513585	2.06120120013225	0.753165255474952	-2.03674984473166	-0.822331315243337	0.0767839486144948
